name,source,AC,HP,init
Initiate of the Comet,BMT,12,10d8+30,+2
Inkling Mascot,SCC,13,4d4+8,+3
Inquisitor of the Mind Fire,RHW,16,16d8+32,+2
Inquisitor of the Mind Fire,VRGR,16,14d8+14,+2
Inquisitor of the Sword,RHW,16,16d8+48,+2
Inquisitor of the Sword,VRGR,16,14d8+28,+2
Inquisitor of the Tome,VRGR,11,14d8+14,+1
Inquisitor of the Tome,RHW,14,16d8+16,+1
Inspired,ERLW,12,9d8,+2
Intellect Devourer,MM'14,12,6d4+6,+2
Intellect Devourer,MM'25,12,8d4+8,+2
Intellect Snare,PaBTSO,14,18d6+36,+4
Intelligent Black Pudding,WDMM,7,10d10+30,-3
Invisible Stalker,MM'14,14,16d8+32,+4
Invisible Stalker,MM'25,14,13d10+26,+4
Iona,PSZ,20,18d10+144,+6
Irda Seeker,MCV2DC,12,5d8+5,+2
Irda Veil Keeper,MCV2DC,13,9d8+9,+3
Iron Cobra,MTF,13,7d8+14,+3
Iron Consul,BGDIA,16,6d8+18,0
Iron Defender,ERLW,17,4d8+12,+2
Iron Golem,MM'14,20,20d10+100,-1
Iron Golem,MM'25,20,24d10+120,-1
Ironscale Hydra,MOT,17,11d20+66,0
Isperia,GGR,17,18d20+72,+2
Istarian Drone,DSotDQ,17,15d8+60,0
Ivan Dilisnya,RHW,12,12d8+36,+2
Ivana Boritsi,RHW,17,16d8+32,+3
Ixitxachitl,OotA,15,4d6+4,+3
Ixitxachitl Cleric,OotA,15,4d6+4,+3
Jabberwock,WBtW,17,10d12+50,+1
Jackal,MM'14,12,1d6,+2
Jackal,MM'25,12,1d6,+2
Jackalwere,MM'25,12,4d6+4,+2
Jackalwere,MM'14,12,4d8,+2
Jaculi,ToA,14,3d10,+2
Jade Giant Spider,OotA,17,17d10+85,-1
Jaheira,MaBJoV,11,20d8+60,+1
Jammer Leech,BAM,12,5d4+15,-5
Jarad Vod Savo,GGR,17,24d8+72,+3
Jermlaine,MFF,11,1d4+1,+1
Jiangshi,RHW,16,14d8+56,-4
Jiangshi,VRGR,16,14d8+56,-4
Jon Irenicus,MaBJoV,17,29d8+87,+3
Jorasco Medic,EFA,16,9d6+27,+2
Juiblex,MPMM,17,28d12+168,0
Juiblex,MTF,17,28d12+168,0
Junior Drow Priestess of Lolth,WDMM,13,5d8+5,0
Juvenile Eldritch Horror,KftGV,17,16d12+64,+3
Juvenile Hook Horror,OotA,13,6d8+12,0
Juvenile Kraken,GoS,16,18d12+90,0
Juvenile Mimic,TCE,11,2d4+2,+1
Juvenile Shadow Dragon,MM'25,15,6d8+18,+2
Kagain,MaBJoV,17,17d8+85,+1
Kakkuu Spyder-Fiend,VEoR,15,14d8+28,+2
Kalaman Soldier,DSotDQ,17,3d8+3,+1
Kalaraq Quori,ERLW,17,19d8+76,+5
Kalashtar,ERLW,12,3d8+3,+2
Kamadan,ToA,13,9d10+18,+3
Kapak Draconian,DSotDQ,15,6d8+12,+3
Karrnathi Undead Soldier,ERLW,17,7d8+21,+2
Kavu Predator,PSD,15,10d10+20,+1
Keeper of the Feather,PSI,12,7d8,+2
Keg Robot,AI,14,6d8+12,+3
Kelpie,TftYP,14,9d8+27,+2
Kelubar Consul,MaBJoV,17,13d8+39,+1
Kelubar Demodand,MPP,17,22d8+88,+1
Kender Skirmisher,DSotDQ,14,4d6,+3
Kenku,MM'14,13,3d8,+3
Kenku,MM'25,13,3d8,+3
Khargra,MFF,20,2d6+4,0
Ki-rin,VGM,20,16d12+48,+3
Ki-rin,MPMM,20,18d10+54,+3
Kiddywidget,CM,16,2d6+8,+2
Killer Whale,MM'25,12,12d12+12,+2
Killer Whale,MM'14,12,12d12+12,0
Killmoulis,MFF,14,2d4+2,+4
Kindori,BAM,11,15d20+45,-2
King Robbit the Slimy,MGELFT,13,5d6+10,+3
Kivan,MaBJoV,16,24d8+24,+4
Knight,MM'25,18,8d8+16,0
Knight,MM'14,17,8d8+16,0
Knight of Eldraine,MCV4EC,20,12d8+24,+1
Knight of the Black Sword,IDRotF,13,6d8+6,+2
Knight of the Mithral Shield,SKT,20,8d8+16,0
Knight of the Order,CoS,13,16d8+64,+2
Knucklehead Trout,IDRotF,12,2d6,+2
Koalinth,GoS,14,3d8+3,0
Koalinth Sergeant,GoS,14,6d8+6,0
Kobold,MM'14,12,2d6-2,+2
Kobold Commoner,TftYP,10,1d6,0
Kobold Dragonshield,VGM,15,8d6+16,+2
Kobold Dragonshield,MPMM,15,8d6+16,+2
Kobold Elite,TftYP,12,2d6-2,+2
Kobold Inventor,MPMM,12,3d6+3,+2
Kobold Inventor,VGM,12,3d6+3,+2
Kobold Scale Sorcerer,MPMM,15,5d6+10,+2
Kobold Scale Sorcerer,VGM,15,5d6+10,+2
Kobold Tinkerer,DoSI,12,3d6,+2
Kobold Underling,EGW,13,3d6-3,+3
Kobold Vampire Spawn,IDRotF,14,6d6+18,+4
Kobold Warrior,MM'25,14,3d6-3,+2
Koi Prawn,JttRC,13,3d10,+2
Kolyarut,MPP,17,35d8+140,+1
Korred,VGM,17,12d6+60,+2
Korred,MPMM,17,11d6+55,+2
Kozilek,PSZ,17,27d20+189,0
Kraken,PSZ,16,20d12+100,+2
Kraken,MM'14,17,27d20+189,0
Kraken,MM'25,18,26d20+208,0
Kraken Priest,VGM,10,10d8+30,0
Kraken Priest,MPMM,15,10d8+30,0
Kraul Death Priest,GGR,17,10d8+20,+1
Kraul Warrior,GGR,17,5d8+5,+1
Kruthik Hive Lord,MPMM,20,12d10+36,+3
Kruthik Hive Lord,MTF,20,12d10+36,+3
Kundarak Warden,EFA,14,11d8+33,+1
Kuo-toa,MM'25,13,4d8,0
Kuo-toa,MM'14,13,4d8,0
Kuo-toa Archpriest,MM'25,13,14d8+42,+2
Kuo-toa Archpriest,MM'14,13,13d8+39,+2
Kuo-toa Heretic,CoA,13,10d8+20,0
Kuo-toa Marauder,HotB,12,4d8+4,0
Kuo-toa Monitor,MM'25,13,10d8+20,0
Kuo-toa Monitor,MM'14,13,10d8+20,0
Kuo-toa Whip,MM'25,11,7d8+14,0
Kuo-toa Whip,MM'14,11,10d8+20,0
Lacedon,TftYP,12,5d8,+2
Lacedon Ghoul,MM'25,12,5d8,+2
Lady Illmarrow,ERLW,19,21d8+105,+3
Lamia,MM'25,13,13d10+26,+1
Lamia,MM'14,13,13d10+26,+1
Lampad,MOT,15,8d8+16,+1
Lantern Archon,MPP,13,5d6+5,+3
Large Drake,PSA,13,4d10+4,+3
Large Mimic,WDMM,12,10d10+20,+1
Large Mimic,RMBRE,12,9d8+18,+1
Larva,DMG'14,9,2d8,-1
Larva,MM'25,9,2d8,-1
Laurie Weathermay-Foxgrove,RHW,16,10d8+20,+1
Lava Child,WDMM,11,8d8+24,+1
Lawmage,GGR,15,13d8+26,+1
Lazav,GGR,17,24d8+96,+7
Lemure,MM'14,7,3d8,-3
Lemure,MM'25,9,2d8,-3
Leonin Iconoclast,MOT,17,9d8+27,+4
Leprechaun,QftIS,13,8d6+24,+3
Lesser Death Dragon,DSotDQ,15,21d10+84,0
Lesser Mummy Lord,TftYP,17,13d8+39,0
Lesser Star Spawn Emissary,RHW,19,21d8+147,+4
Lesser Star Spawn Emissary,VRGR,19,21d8+147,+4
Lesser Tyrant Shadow,CoA,20,12d8+60,+4
Leucrotta,MPMM,14,9d10+18,+2
Leucrotta,VGM,14,9d10+18,+2
Leviathan,MPMM,17,16d20+160,+7
Leviathan,MTF,17,16d20+160,+7
Levistus,CoA,23,32d8+192,+8
Lich,MM'14,17,18d8+54,+3
Lich,MM'25,20,42d8+126,+3
Lichen Lich,CM,20,30d8+90,+3
Lifecraft Elephant,PSK,12,8d12+24,-1
Light Devourer,CRCotN,14,14d8+56,+4
Lightning Golem,CM,9,11d8+44,-1
Lightning Hulk,BGG,15,12d10+36,+5
Linvala,PSZ,19,16d10+112,+5
Lion,MM'25,12,4d10,+2
Lion,MM'14,12,4d10+4,+2
Liondrake,FTD,16,14d10+42,+2
Living Bigby's Hand,IDRotF,20,5d10+25,0
Living Blade of Disaster,IDRotF,14,9d6+36,+3
Living Burning Hands,ERLW,15,2d8+6,+1
Living Cloudkill,ERLW,15,7d10+35,+2
Living Demiplane,IDRotF,10,7d8,0
Living Doll,WBtW,11,8d4+8,0
Living Iron Statue,GoS,16,12d8+48,+2
Living Lightning Bolt,ERLW,15,6d10+24,+2
Living Portent,BMT,15,10d8+20,+3
Living Unseen Servant,WDMM,10,1d8,0
Lizard,MM'14,10,1d4,0
Lizard,MM'25,10,1d4,0
Lizard King,MM'14,15,12d8+24,+1
Lizard Queen,MM'14,15,12d8+24,+1
Lizardfolk,MM'14,15,4d8+4,0
Lizardfolk Commoner,GoS,13,3d8+3,0
Lizardfolk Geomancer,MM'25,13,6d8+6,0
Lizardfolk Render,GoS,15,7d10+14,0
Lizardfolk Scaleshield,GoS,16,5d8+10,0
Lizardfolk Shaman,MM'14,13,5d8+5,0
Lizardfolk Sovereign,MM'25,15,12d8+24,+1
Lizardfolk Subchief,GoS,14,8d8+16,+1
Lizardfolk Warden,HotB,15,5d8+10,+1
Locathah,GoS,13,4d8+4,+1
Locathah Hunter,GoS,14,6d8+6,+2
Lonely Sorrowsworn,MPMM,16,15d8+45,+1
Lonelywood Banshee,IDRotF,12,13d8,+2
Lord Soth of Sithicus,RHW,18,24d8+120,0
Lords' Alliance Guard,OotA,16,2d8+2,+1
Lords' Alliance Spy,OotA,13,6d8,+2
Lorehold Apprentice,SCC,12,6d8+6,+2
Lorehold Pledgemage,SCC,13,11d8+11,+3
Lorehold Professor of Chaos,SCC,12,17d8+34,+2
Lorehold Professor of Order,SCC,12,16d8+32,+2
Lorwyn Giant,LFL,13,11d12+44,+1
Lost Sorrowsworn,MPMM,15,12d8+24,+1
Lothar,MaBJoV,13,28d8+84,+3
Loup Garou,VRGR,16,20d8+80,+4
Loup Garou,RHW,17,22d8+88,+4
Lunar Dragon Wyrmling,BAM,15,5d8+15,+1
Lycanthropickle,RMBRE,13,1d6+1,+1
Lyra,PSD,19,16d10+112,+5
Lyrandar Scion,EFA,13,11d8+11,+3
Macaw,PSX,12,1d4-1,+2
Mad Golem,WDMM,17,23d12+115,-1
Madam Eva,RHW,15,18d8+36,0
Maelephant,MPP,15,17d10+68,0
Maelephant Nomad,CoA,16,20d10+80,0
Mage,MM'14,12,9d8,+2
Mage,MM'25,15,18d8,+2
Mage Apprentice,MM'25,15,9d8+9,+2
Mage Hunter,SCC,15,10d10+30,+2
Mage of Usamigaras,QftIS,11,2d8,+1
Magewright,ERLW,11,2d8,+1
Magma Mephit,MM'25,11,4d6+4,+1
Magma Mephit,MM'14,11,5d6+5,+1
Magmin,MM'25,14,3d6+3,+2
Magmin,MM'14,14,2d6+2,+2
Malaxxix,BMT,17,25d12+150,+3
Male Steeder,MPMM,12,2d8+4,+1
Male Steeder,MTF,12,2d8+4,+1
Male Steeder,OotA,12,2d8+4,+1
Malformed Kraken,TftYP,17,15d12+75,0
Mammon,CoA,17,32d12+256,+3
Mammoth,MM'25,13,11d12+55,-1
Mammoth,MM'14,13,11d12+55,-1
Manes,MM'25,9,2d6+2,-1
Manes,MM'14,9,2d6+2,-1
Manes Vaporspawn,MM'25,13,3d8+6,+1
Manticore,MM'25,14,8d10+24,+3
Manticore,MM'14,14,8d10+24,+3
"Manticore, Heart-Piercer",PSA,15,16d10+48,+2
Mantrap,ToA,12,7d10+7,+2
Marid,MM'25,17,17d10+136,+1
Marid,MM'14,17,17d10+136,+1
Marilith,MM'14,17,18d10+90,+5
Marilith,MM'25,16,21d10+105,+5
Martial Arts Adept,VGM,16,11d8+11,+3
Martial Arts Adept,MPMM,16,11d8+11,+3
Marut,MPMM,22,32d10+256,+1
Marut,MTF,22,32d10+256,+1
Maschin-i-Bozorg,QftIS,17,9d10+45,+3
Master of Cruelties,GGR,17,15d10+45,+3
Master of Souls,BGDIA,12,6d8+18,+2
Master Sage,CM,10,12d8,0
Master Thief,VGM,16,13d8+26,+4
Master Thief,MPMM,16,13d8+26,+4
Mastiff,MM'14,12,1d8+1,+2
Mastiff,MM'25,12,1d8+1,+2
Maurezhi,MPMM,15,16d8+16,+3
Maurezhi,MTF,15,16d8+16,+3
Maw Demon,MPMM,13,6d8+6,-1
Maw Demon,VGM,13,6d8+6,-1
Maw of Yeenoghu,BGG,15,14d12+70,0
Meazel,MPMM,13,10d8-10,+3
Meazel,MTF,13,10d8-10,+3
Mechachimera,OoW,14,12d10+48,0
Mechanical Bird,WDH,15,1,0
Medani Inquisitive,EFA,14,7d8+14,0
Medusa,WttHC,15,17d8+51,+3
Medusa,MM'25,15,17d8+51,+3
Medusa,MM'14,15,17d8+51,+2
Medusa,MOT,15,17d8+51,#VALUE!
Meenlock,MPMM,15,7d6+7,+2
Meenlock,VGM,15,7d6+7,+2
Meeseeks,RMBRE,10,(manual),0
Megapede,BAM,15,13d20+39,0
Meletian Hoplite,MOT,17,9d8+9,+2
Memory Web,QftIS,14,6d10+6,+4
Mephistopheles,CoA,20,40d10+240,+6
Mephistopheles,MaBJoV,20,40d10+240,+6
Mercane,BAM,13,10d10+20,0
Mercenary Envoy,AitFR-FCD,15,4d8+8,+2
Mercykiller Bloodhound,MPP,17,16d8+48,+1
Merfolk,MM'14,11,2d8+2,+1
Merfolk Salvager,GoS,12,4d8+4,+2
Merfolk Scout,GoS,13,3d8+3,+2
Merfolk Skirmisher,MM'25,11,2d8+2,+1
Merfolk Wavebender,MM'25,14,15d8+30,+4
Merregon,MPMM,16,6d8+18,+2
Merregon,MTF,16,6d8+18,+2
Merrenoloth,MPMM,13,9d8,+3
Merrenoloth,MTF,13,9d8,+3
Merrow,MM'25,13,6d10+12,+2
Merrow,MM'14,13,6d10+12,0
Merrow Doublespeaker,LFL,14,9d8+27,+3
Merrow Extortionist,DoSI,13,4d10+8,0
Merrow Haranguer,LFL,14,12d8+36,+4
Merrow Shallowpriest,EGW,15,10d10+20,+2
Metal Wasp,WDMM,16,3d8,+2
Metallic Peacekeeper,FTD,17,8d8+32,0
Metallic Warbler,FTD,14,4d4+4,+2
Mezzoloth,MM'25,18,10d8+30,0
Mezzoloth,MM'14,17,10d8+30,0
Mi-Go,RHW,16,16d8+48,+2
Miasmorne,CoA,19,20d12+100,0
Mighty Servant of Leuk-o,TCE,22,27d12+135,+2
Mimic,MM'25,12,9d8+18,+1
Mimic,MM'14,12,9d8+18,+1
Mimic Chair,CM,12,9d8+18,+1
Mind Drinker Vampire,GGR,14,10d8+10,+4
Mind Flayer,MM'14,15,13d8+13,+1
Mind Flayer,MM'25,15,18d8+18,+1
Mind Flayer Arcanist,MM'25,16,26d8+26,+2
Mind Flayer Arcanist,MM'14,15,13d8+13,+1
Mind Flayer Clairvoyant,PaBTSO,15,24d8+48,+1
Mind Flayer Nothic,PaBTSO,15,6d8+18,+3
Mind Flayer Prophet,PaBTSO,17,15d8+30,+2
Mind Flayer Psion,VGM,15,13d8+13,+1
Mind Mage,GGR,12,11d8,+2
Mind's Eye Matter Smith,MPP,12,12d8+24,+2
Mindwitness,MPMM,15,10d10+20,+2
Mindwitness,VGM,15,10d10+20,+2
Minotaur,MM'14,14,9d10+27,0
Minotaur Archaeologist,BMT,11,4d8,0
Minotaur Infiltrator,BMT,13,8d8+16,0
Minotaur Living Crystal Statue,GoS,15,16d10+48,-1
Minotaur of Baphomet,MM'25,14,10d10+30,0
Minotaur Skeleton,MM'25,12,6d10+12,0
Minotaur Skeleton,MM'14,12,9d10+18,0
Minsc and Boo!,MaBJoV,13,22d8+88,+1
Mirror Shade,VEoR,13,14d8+28,+3
Mist Horror,RHW,13,7d10+7,+2
Mist Hulk,BGG,15,9d10+45,+5
Mist Wanderer,RHW,13,8d8+16,+2
Mite,MFF,12,2d6,+2
Modron Duodrone,MM'25,15,2d8+2,+1
Modron Monodrone,MM'25,15,1d8+1,+2
Modron Pentadrone,MM'25,16,5d10+5,+2
Modron Planar Incarnate,ToFW,20,18d20+144,0
Modron Quadrone,MM'25,16,4d8+4,+2
Modron Tridrone,MM'25,15,3d8+3,+1
Moloch,MPMM,19,22d10+132,+4
Moloch,MTF,19,22d10+132,+4
Molten Magma Roper,PotA,20,11d10+33,-1
Molydeus,MPMM,19,16d12+112,+6
Molydeus,MTF,19,16d12+112,+6
Monastery of the Distressed Body Monk,LLK,12,2d8,+1
Monastic High Curator,CRCotN,19,20d8+40,+3
Monastic Infiltrator,CRCotN,17,15d8+45,+5
Monastic Operative,CRCotN,17,13d8+26,+4
Mongrelfolk,CoS,11,4d8+8,-1
Monodrone,MM'14,15,1d8+1,+1
Monstrous Peryton,GoS,14,17d10+51,+2
Montaron and the Laughing Skull,MaBJoV,17,23d6+69,+5
Moonlight Guardian,VEoR,16,14d8+42,-1
Moonshark,CRCotN,13,11d12+55,0
Moonstone Dragon Wyrmling,FTD,17,6d8+12,+2
Moorbounder,EGW,13,4d10+8,+2
Mordakhesh,ERLW,17,20d8+80,+3
Mordenheim's Monster,RHW,18,19d8+76,+3
Morkoth,VGM,17,20d8+40,+2
Morkoth,MPMM,17,22d10+44,+2
Mother Lorinda,RHW,18,14d8+42,+1
Mountain Goat,IDRotF,11,2d8+4,+1
Mouth of Grolantor,MPMM,14,10d12+40,0
Mouth of Grolantor,VGM,14,10d12+40,0
Mud Hulk,BGG,13,8d10+24,-1
Mud Mephit,MM'25,11,3d6+3,+1
Mud Mephit,MM'14,11,6d6+6,+1
Mule,MM'14,10,2d8+2,0
Mule,MM'25,10,2d8+2,0
Mummy,MM'25,11,9d8+18,-1
Mummy,MM'14,11,9d8+18,-1
Mummy Lord,MM'25,17,25d8+75,0
Mummy Lord,MM'14,17,13d8+39,0
Murder Comet,BAM,19,7d8+35,+2
Musteval Guardinal,MPP,13,11d6,+3
Mutated Drow,WDMM,14,16d12+96,0
Myconid Adult,WttHC,12,3d8+3,0
Myconid Adult,MM'25,12,3d8+3,0
Myconid Adult,MM'14,12,4d8+4,0
Myconid Sovereign,MM'25,13,6d10+12,0
Myconid Sovereign,MM'14,13,8d10+16,0
Myconid Spore Servant,MM'25,13,5d8+15,+1
Myconid Sprout,MM'25,10,1d6,0
Myconid Sprout,MM'14,10,2d6,0
Nabassu,MPMM,17,20d8+100,+2
Nabassu,MTF,17,20d8+100,+2
Naes Inuus,MaBJoV,17,25d8+75,+2
Nagpa,MTF,19,34d8+34,+2
Nagpa,MPMM,19,37d8+37,+2
Naiad,CM,15,7d8,+3
Naiad,MOT,15,7d8,+3
Nalfeshnee,MM'25,18,16d10+96,0
Nalfeshnee,MM'14,17,16d10+96,0
Narzugon,MPMM,20,15d8+45,0
Narzugon,MTF,20,15d8+45,0
Nauk,MaBJoV,17,20d8+80,+1
Necrichor,VRGR,12,9d8+27,+2
Necrichor,RHW,14,10d8+40,+3
Necro-Alchemist,PSI,12,9d8,+2
Necromancer,VGM,12,12d8+12,+2
Necromancer Wizard,MPMM,12,20d8+20,+2
Necromite of Myrkul,BGDIA,11,2d8+4,+1
Necrotic Centipede,BGDIA,17,17d12+85,+1
Needle Blight,MM'14,12,2d8+2,+1
Needle Blight,WttHC,12,3d8+3,+1
Needle Blight,MM'25,12,3d8+3,+1
Needle Lord,MFF,15,6d10+12,0
Needle Spawn,MFF,13,3d8+3,+3
Neh-thalggu,BAM,14,10d10+40,-1
Neo-Otyugh,IMR,16,12d12+72,0
Neogi,MPMM,15,6d6+12,+3
Neogi,VGM,15,6d6+12,+3
Neogi Hatchling,MPMM,11,3d4,+1
Neogi Hatchling,VGM,11,3d4,+1
Neogi Hatchling Swarm,BAM,11,8d8+16,+1
Neogi Master,MPMM,15,11d8+22,+3
Neogi Master,VGM,15,11d8+22,+3
Neogi Pirate,BAM,16,6d6+12,+2
Neogi Void Hunter,BAM,14,9d8+18,+3
Neothelid,MPMM,16,15d20+75,-2
Neothelid,VGM,16,21d20+105,-2
Nereid,TftYP,13,8d8+8,+3
Nergaliid,EGW,12,4d10+20,+1
Nevermind Gnome Inventor,MCV2DC,14,8d6+8,+3
Nevermind Gnome Mastermind,MCV2DC,15,15d6+30,+4
Night Blade,BGDIA,12,2d8+2,+2
Night Hag,MM'25,17,15d8+45,+2
Night Hag,MM'14,17,15d8+45,+2
Night Scavver,BAM,14,12d12+36,+2
Nightgaunt,RHW,16,16d10+48,+5
Nightmare,MM'25,13,8d10+24,+2
Nightmare,MM'14,13,8d10+24,+2
Nightmare Beast,MCV1SC,17,15d20+75,0
Nightmare Haunt,MCV4EC,13,8d8+8,+3
Nightmare Shepherd,MOT,17,14d10+56,+2
Nightsea Chil-liren,JttRC,11,2d8+2,+1
Nightveil Specter,GGR,17,14d8+42,+4
Nightwalker,MTF,14,22d12+154,+4
Nightwalker,MPMM,14,25d12+175,+4
Nilbog,MPMM,13,2d6,+2
Nilbog,VGM,13,2d6,+2
Nimblewright,WDH,17,6d8+18,+4
Nimblewright Guard,FRAiF,16,9d8+27,+4
Nimblewright Hulk,FRAiF,18,11d10+44,+4
Nimblewright Steed,FRAiF,16,5d10+20,+4
Niv-Mizzet,GGR,22,19d20+171,+2
Nivix Cyclops,GGR,14,10d10+60,-1
Noble,MM'25,15,2d8,+1
Noble,MM'14,15,2d8,+1
Noble Prodigy,MM'25,16,27d8+27,+3
Noggle Ransacker,LFL,12,3d6+3,+2
Noggle Wild Mage,LFL,13,4d6+8,+3
Nonaton Modron,MPP,16,19d10+57,+1
Norker,MFF,17,3d8+3,0
Norker War Leader,MFF,17,6d8+12,0
Nosferatu,VRGR,17,9d8+45,+4
Nothic,MM'25,15,6d8+18,+3
Nothic,MM'14,15,6d8+18,+3
Nupperibo,MPMM,13,2d8+2,0
Nupperibo,MTF,13,2d8+2,0
Nycaloth,MM'14,17,13d10+52,0
Nycaloth,MM'25,18,16d10+64,0
Nyx-Fleece Ram,MOT,14,5d8+5,+2
Oaken Bolter,MTF,16,9d8+18,+4
Oblex Spawn,MPMM,13,4d4+8,+3
Oblex Spawn,MTF,13,4d4+8,+3
Obzedat Ghost,GGR,14,20d8+20,0
Occult Extollant,CRCotN,12,14d8+28,+2
Occult Initiate,CRCotN,12,12d8+12,+2
Occult Silvertongue,CRCotN,13,17d8+51,+3
Ochre Jelly,MM'14,8,6d10+12,-2
Ochre Jelly,MM'25,8,7d10+14,-2
Octon Modron,MPP,17,22d10+66,+2
Octopus,MM'14,12,1d6,+2
Octopus,MM'25,12,1d6,+2
Oculorb,PaBTSO,13,15d10+45,0
Oddlewin,BMT,13,6d6,+2
Ogre,MM'14,11,7d10+21,-1
Ogre,MM'25,11,8d10+24,-1
Ogre Battering Ram,MTF,14,7d10+21,-1
Ogre Battering Ram,MPMM,11,9d10+27,-1
Ogre Bolt Launcher,MPMM,13,7d10+21,+1
Ogre Bolt Launcher,MTF,13,7d10+21,+1
Ogre Chain Brute,MPMM,11,7d10+21,-1
Ogre Chain Brute,MTF,11,7d10+21,-1
Ogre Channeler,PSZ,16,13d10+39,0
Ogre Chitterlord,MCV4EC,12,7d10+14,0
Ogre Goblin Hucker,SKT,11,7d10+21,-1
Ogre Howdah,MTF,13,7d10+21,-1
Ogre Howdah,MPMM,15,7d10+21,-1
Ogre Skeleton,TftYP,11,7d10+21,-1
Ogre Zombie,MM'14,8,9d10+36,-2
Ogre Zombie,MM'25,8,9d10+36,-2
Ogrillon Ogre,MM'25,12,7d10+14,0
Oinoloth,MPMM,17,14d8+56,+3
Oinoloth,MTF,17,12d10+60,+3
Old Troglodyte,WDMM,11,2d8+4,0
One-Eyed Shiver,PotA,12,9d8+9,+2
Oneirovore,CoA,19,19d10+133,+1
Oni,MM'14,16,13d10+39,0
Oni,MM'25,17,14d10+42,0
Ooze Master,TftYP,9,12d12+60,-5
Ooze-Folk,LLK,10,2d8+10,-4
Oracle,MOT,15,8d8+8,+2
Oracle of Strixhaven,SCC,12,20d8+60,+2
Orc,MM'14,13,2d8+6,+1
Orc Blade of Ilneval,VGM,17,8d8+24,0
Orc Claw of Luthic,VGM,14,6d8+18,+2
Orc Commoner,TftYP,10,1d8,0
Orc Eye of Gruumsh,MM'14,16,6d8+18,+1
Orc Hand of Yurtrus,VGM,12,4d8+12,0
Orc Nurtured One of Yurtrus,VGM,9,4d8+12,-1
Orc Red Fang of Shargaas,VGM,15,8d8+16,+3
Orc War Chief,MM'14,16,11d8+44,+1
Orcus,MPMM,17,30d12+210,+2
Orcus,MTF,17,30d12+210,+2
Oread,MOT,16,9d8+9,+2
Orien Enforcer,EFA,16,10d8+10,+4
Oriq Blood Mage,SCC,16,15d8+60,+2
Oriq Recruiter,SCC,16,10d8+10,+2
Orog,MM'14,17,5d8+20,+1
Orthon,MTF,17,10d10+50,+3
Orthon,MPMM,17,10d10+50,+3
Orzhov Giant,GGR,17,8d10+40,+1
Otherworldly Corrupter,BMT,19,29d8+87,+6
Otherworldly Steed,PHB'24,10,(manual),+1
Otyugh,MM'25,14,11d10+44,0
Otyugh,MM'14,14,12d10+48,0
Otyugh Mutate,PaBTSO,16,8d10+32,0
Owl,MM'14,11,1d4-1,+1
Owl,MM'25,11,1d4-1,+1
Owlbear,MM'25,13,7d10+21,+1
Owlbear,MM'14,13,7d10+21,+1
Ox,MPMM,10,2d10+4,0
Ox,VGM,10,2d10+4,0
Oxen,PSZ,11,3d10+3,0
Pain Devil (Excruciarch),CoA,16,18d8+90,+2
Panopticus Wizard,WDH,10,2d8,0
Panther,MM'14,12,3d8,+2
Panther,MM'25,13,3d8,+3
Paper Bird,WBtW,13,1d4-1,+3
Paper Whirlwind,RoT,12,7d8-7,+2
Parasite-infested Behir,CM,17,16d12+64,+3
Pari,JttRC,16,19d8+95,+5
Parrot,PSX,12,1d4-1,+2
Pazrodine,BMT,20,20d20+120,+4
Pazuzu,MaBJoV,20,30d10+240,+10
Peacock,BGDIA,10,1d8+1,0
Pech,DitLCoT,17,11d6+44,0
Pech,QftIS,17,11d6+44,0
Pegasus,MM'14,12,7d10+21,+2
Pegasus,MM'25,12,7d10+21,+2
Pelyious Avhoste,MaBJoV,12,22d8+44,+2
Pentadrone,MM'14,16,5d10+5,+2
Performer,MM'25,13,5d8+5,+3
Performer Legend,MM'25,20,25d8+50,+5
Performer Maestro,MM'25,18,17d8+34,+4
Peryton,MM'25,13,6d8+6,+1
Peryton,MM'14,13,6d8+6,+1
Pest Mascot,SCC,13,4d4+12,+2
Pestilence Demon,PSZ,15,11d10+44,+2
Petrifying Death's Head,RHW,16,6d4+6,+1
Phaerimm,MaBJoV,17,20d10+60,+1
Phaerimm Agent,FRAiF,15,19d10+19,+4
Phaerimm Elder,NF,17,23d12+69,+3
Phaerimm Hatchling,FRAiF,12,3d6+3,+1
Phaerimm Scout,NF,13,8d8+8,+1
Phantom Warrior,CoS,16,6d8+18,0
Phantom Warrior (Archer),CoS,16,6d8+18,0
Phase Spider,MM'14,13,5d10+5,+2
Phase Spider,MM'25,14,7d10+7,+3
Phisarazu Spyder-Fiend,VEoR,17,20d10+60,+2
Phoenix,MPMM,18,10d20+70,+8
Phoenix,MTF,18,10d20+70,+8
Phylaskia,MOT,17,11d10+44,+2
Piercer,MM'25,15,3d8+9,+1
Piercer,MM'14,15,3d8+9,+1
Pig,SKT,11,1d8+1,0
Piranha,PSX,13,1d4-1,+3
Piranha,MM'25,13,1d4-1,+3
Pirate,MM'25,14,6d8+6,+3
Pirate Admiral,MM'25,20,28d8+56,+6
Pirate Bosun,GoS,12,5d8+5,0
Pirate Captain,GoS,14,7d8+14,+2
Pirate Captain,MM'25,17,13d8+26,+4
Pirate Deck Wizard,GoS,12,5d8+10,+2
Pirate First Mate,GoS,16,4d8+8,0
Pit Fiend,MM'14,19,24d10+168,+2
Pit Fiend,MM'25,21,27d10+189,+2
Pixie,MM'14,15,1d4-1,+5
